Entity1	Entity2	Strength
鲜鸡蛋	金刚烷胺	1
毛蟹	呋喃西林代谢物	4
南瓜子仁	霉菌	1
泰椒	噻虫胺	3
泰椒	啶虫脒	1
豆干	铅	1
荞麦烧白酒	甜蜜素	2
草鸡	尼卡巴嗪	1
五粮烧白酒	甜蜜素	1
四季豆	乐果	1
高粱烧白酒	甜蜜素	1
切片年糕	脱氢乙酸	5
豆浆	甜蜜素	4
白面馒头	甜蜜素	1
水磨黄年糕	脱氢乙酸	1
切片年糕	二氧化硫	3
番茄	甲胺磷	1
爽口榨菜丝	防腐剂	1
青椒	啶虫脒	7
尖椒	乐果	1
萧山风味萝卜干	防腐剂	1
金香榄	二氧化硫	3
青团	脱氢乙酸	9
盐津提子	乙二胺四乙酸二钠	1
青团	霉菌	3
精制老酒	脱氢乙酸	1
韭菜	啶虫脒	1
土豆粉	山梨酸	4
土豆粉	铝	1
勺子	阴离子合成洗涤剂	1
茄子	甲氨基阿维菌素苯甲酸盐	3
茄子	苯甲酸	4
茄子	阿维菌素	3
红点米馒头	甜蜜素	1
韭菜	毒死蜱	1
土豆粉	苯甲酸	3
马铃薯鲜粉	苯甲酸	1
马铃薯鲜粉	铝	2
盐津葡萄	霉菌	1
KK星	脱氢乙酸	1
明虾	呋喃唑酮	18
青饼	糖精钠	2
精制老酒	氨基酸态氮	3
腌菜	苯甲酸	1
五谷烧酒	甜蜜素	1
牛前腿肉	克仑特罗	2
摩卡风味咖啡	赭曲霉毒素A	1
玉米烧	氰化物	3
大排	氯霉素	1
韭菜	甲基异柳磷	2
鹌鹑蛋	氟	6
红薯山粉饼子	铝	1
青线椒	噻虫胺	2
线椒	联苯菊酯	2
海蜇	山梨酸	5
线椒	倍硫磷	2
杨梅	苯甲酸	1
豆浆	糖精钠	1
菠菜	铅	3
细茄子	噻虫胺	2
成林川香木耳	苯甲酸	1
红糖包	糖精钠	6
茶π果味茶饮料	咖啡因	2
青麻糍	脱氢乙酸	4
芝麻香葱饼	山梨酸	1
楼老板脆萝卜	糖精钠	1
冻鱿鱼	镉	1
小麻花	铝	2
龙吟脆黄瓜	甜蜜素	1
大块麻糍	脱氢乙酸	2
香蕉	多菌灵	1
黄麻糍	脱氢乙酸	2
老蔡花雕酒	氨基酸态氮	1
老坛酸菜粉	脱氢乙酸	2
会稽山特醇花雕酒	苯甲酸	1
红头虾	甲醛	7
豆浆	脱氢乙酸	1
广式蒜香骨	胭脂红	1
雪菜	苯甲酸	21
艾草清明团	脱氢乙酸	1
红头虾	二氧化硫	3
老生姜	吡虫啉	3
粗粉	脱氢乙酸	2
醇香豆浆粉	柠檬黄	1
醇香豆浆粉	铝	1
放心酱油	氨基酸态氮	2
黑芝麻核桃黑豆黑米桑葚粉	霉菌	2
放心酱油	全氮	2
昂刺鱼	呋喃唑酮	1
梅干菜	苯甲酸	3
虾干	二氧化硫	15
花雕酒	甜蜜素	3
白桃燕麦酸奶	铅	1
香蕉	吡唑醚菌酯	15
精制红肠	山梨酸	1
龙眼山有机大米	镉	1
婴幼儿猪肝菠菜小小面	能量	1
瘦肉丸	铝	4
瘦肉丸原浆	铝	4
450g延福高山小萝卜	糖精钠	1
450g延福高山小萝卜	氯化钠	1
450g延福高山小萝卜	食盐	1
青年糕	糖精钠	1
线茄	噻虫胺	1
黄鳝	磺胺类	11
450g延福高山小萝卜	阿斯巴甜	1
黄鳝	甲氧苄氨嘧啶	6
活虾	呋喃唑酮	1
高山长茄	噻虫胺	1
西柚茉莉花茶	咖啡因	1
螺丝椒	啶虫脒	1
无骨鸡爪	苯甲酸	3
梨	克百威	1
十五年	甜蜜素	1
橘子	联苯菊酯	1
合星枸杞	克百威	1
五粮酒	铅	3
榨菜丝	铅	1
鲈鱼	磺胺类	1
精制什锦菜	苯甲酸	1
牛百叶	呋喃西林代谢物	3
晓蜜哈密瓜	乙酰甲胺磷	1
晓蜜哈密瓜	甲胺磷	1
鹿角菇	苯甲酸	1
鹿角菇	防腐剂	1
榨菜丝	山梨酸	1
山药片	二氧化硫	1
橘子	丙溴磷	1
榨菜丝	糖精钠	1
沙糖橘	联苯菊酯	1
榨菜丝	脱氢乙酸	1
虾松	N-二甲基亚硝胺	1
桂花坚果藕粉	霉菌	4
鲜牛肉	克伦特罗	1
芹菜	二甲戊灵	8
龙井茶	灭多威	1
紫薯魔芋代餐粥	霉菌	3
奇亚籽紫薯魔芋代餐粥	霉菌	1
长豇豆	啶虫脒	14
香蕉	氟	4
去头虾干	二氧化硫	1
西瓜子	糖精钠	4
雪梨罐头	脱氢乙酸	1
豆干	糖精钠	3
四季豆	乙酰甲胺磷	2
四季豆	甲胺磷	3
四季豆	灭蝇胺	1
矿泉水	硒	1
大黄姜	噻虫胺	1
矿泉水	锌	1
带皮腰果	霉菌	1
养殖黄鱼	恩诺沙星	7
养殖黄鱼	环丙沙星	7
杨梅	防腐剂	1
尖椒	倍硫磷	1
矿泉水	偏硅酸	1
矿泉水	锶	1
雪菜碎	苯甲酸	1
矿泉水	锂	1
白萝卜	特丁硫磷	1
辣椒	联苯菊酯	1
玉良米	镉	1
大虾干	二氧化硫	1
长豆角	灭蝇胺	1
带头虾干	二氧化硫	1
小墨鱼干	二氧化硫	2
奶油花生米	甜蜜素	2
茄子	霜霉威和霜霉威盐酸盐	2
本地墨鱼干	二氧化硫	1
生湿米粉	脱氢乙酸	1
红美人椒	噻虫胺	1
红虾	二氧化硫	2
黑头虾干	二氧化硫	1
青菜	甲胺磷	3
良味之道安全韭菜	腐霉利	1
乳酸菌味青团	脱氢乙酸	2
甜醋	总酸	1
水仙芒	戊唑醇	6
尖椒	噻虫胺	1
香蕉	百菌清	1
大黄鱼	孔雀石绿	1
散装清明团	脱氢乙酸	1
菜芯	镉	1
丹泽梅干菜	铅	1
化核乌梅	苋菜红	1
青团糕	脱氢乙酸	1
乌鸡	甲氧苄氨嘧啶	11
麦芬软心蛋糕	苯甲酸	1
小麦粉	脱氧雪腐镰刀菌烯醇	1
烟雨楼老酒	氨基酸态氮	1
对虾	呋喃唑酮	1
甜话梅	甜蜜素	1
长豇豆	噻虫胺	18
芒果	苯醚甲环唑	3
肉鸡	土霉素	1
元邦®️康乐大宝胶囊	铅	2
台农香芒	戊唑醇	1
鸡	甲氧苄啶	2
鸡	甲氧苄氨嘧啶	2
嗑客半梅	甜蜜素	1
大目鱼干	二氧化硫	1
金丝猫五香榨菜	苯甲酸	1
酱萝卜	甜蜜素	1
虾干玉	二氧化硫	1
目鱼干	二氧化硫	1
圆蛤	五氯酚酸钠	2
大带头虾干	二氧化硫	1
虾干肉	二氧化硫	1
有头虾干	二氧化硫	1
小带头虾干	二氧化硫	1
世棒午餐肉罐头	苯甲酸	1
绿豆冰糕	脱氢乙酸	1
枸杞	克百威	1
桂花坚果速溶藕粉羹	霉菌	1
小萌蛋糕	脱氢乙酸	1
奇亚籽速溶坚果藕粉羹	霉菌	1
青菜	阿维菌素	8
老生姜	噻虫胺	2
小芒果	戊唑醇	1
藕粉坚果羹	霉菌	2
乌鸡	环丙沙星	1
混合水果燕麦片	苯甲酸	1
甬江牌料酒	苯甲酸	1
长豆	噻虫胺	2
羊肉	恩诺沙星	7
羊肉	环丙沙星	3
杨梅罐头	胭脂红	1
艾草青团	脱氢乙酸	3
甬江牌料酒	脱氢乙酸	1
瓜子	糖精钠	3
汪刺鱼	孔雀石绿	3
甬江牌料酒	糖精钠	1
甬江牌料酒	甜蜜素	1
甬江牌料酒	山梨酸	1
鲜耳饮品	脱氢乙酸	1
长豆	噻虫嗪	1
洋姜	甜蜜素	1
翅中	多西环素	1
即食海蜇丝	铝	16
速溶火龙果坚果藕粉羹	霉菌	1
鸭掌	苯甲酸	2
开心豆	霉菌	1
烧鹅	山梨酸	2
马水桔	丙溴磷	1
新疆红杏干	山梨酸	1
十三年原浆窖藏米酒	甜蜜素	1
巴旦木仁	霉菌	1
农夫山泉茶π蜜桃乌龙茶	茶多酚	1
放养鸭蛋	氟甲砜霉素	2
放养鸭蛋	氟	3
放养鸭蛋	甲砜霉素	2
鸡蛋	氟甲砜霉素	1
鸡蛋	甲砜霉素	1
水面筋	山梨酸	1
对虾	土霉素	3
艾草青团	山梨酸	2
紫苏味杨梅干	甜蜜素	1
糖蒜	苯甲酸	1
糖蒜	糖精钠	1
小米辣	噻虫胺	2
豆干	☆苯甲酸及其钠盐	1
豆干	苯甲酸	5
脆爽鱼皮	N-二甲基亚硝胺	1
冰峪庄园大米原浆酒	甜蜜素	1
香辣鱼皮	N-二甲基亚硝胺	2
油甲	恩诺沙星	4
黄鱼酥	N-二甲基亚硝胺	3
金钱菇	镉	1
糖蒜	甜蜜素	1
绿豆糕	霉菌	1
紫苏味杨梅干	山梨酸	1
水晶杏脯	防腐剂	1
香辣瓜片	苯甲酸	1
猕猴桃烧	甲醇	1
冰花杨梅	霉菌	1
水晶杏脯	糖精钠	1
贡糕	霉菌	1
螺丝椒	吡唑醚菌酯	1
啤酒	总酸	1
黄花菜	二氧化硫	1
小米辣	纽甜	1
步步糕	霉菌	5
细韭菜	腐霉利	1
绿豆糕	防腐剂	10
洛舍豆腐干	糖精钠	1
白酒	邻苯二甲酸二正丁酯	1
沃柑	三唑磷	1
临安番薯	甲拌磷	1
葱油干丝	苯甲酸	1
五香茶干	苯甲酸	1
河鲫鱼	环丙沙星	7
腊烤肉	亚硝酸盐	1
腊烤肉	硝酸盐	1
鱿鱼	镉	1
香烤青花鱼	氯化物	3
香烤青花鱼	氯化钠	2
老面鲜肉小笼包	山梨酸	1
菜干小笼包	苯甲酸	1
茯砖茶	氰戊菊酯	1
西芹	乙酰甲胺磷	1
西芹	甲胺磷	1
锋味烤羊排	苯甲酸	1
嵊州小笼包	山梨酸	1
干辣椒段	脱氢乙酸	1
伯温牌文成贡茶	净	1
黑茶	铅	2
沃柑	克百威	1
舒达源	溴酸盐	1
醋大蒜	防腐剂	2
不知火桔	丙溴磷	1
白酒	甲醇	1
土蜂蜜	果糖和葡萄糖	1
益生元果蔬奶豆	净	1
山鸡蛋	甲硝唑	1
中芒	噻虫胺	1
乌鸡	多西环素	1
伊藤园 烘焙大麦茶包	铅	1
徽墨酥	霉菌	3
顶市酥	霉菌	2
糖醋大蒜	防腐剂	4
盐渍海带	铅	1
香甜脆瓜	防腐剂	1
绿茶	灰分	1
食用小麦淀粉	霉菌	2
新鲜鸡蛋	甲硝唑	1
话梅条	糖精钠	1
九曲红梅	草甘膦	1
五花肉	甲氧苄啶	1
多彩糖	还原糖	1
鲜肉大包	苯甲酸	1
鲜肉老面小笼包	山梨酸	1
薯世佳红薯干	苯甲酸	1
糯米麻薯粉	霉菌	1
鸭爪	苯甲酸	1
小鲜肉包	山梨酸	1
老面鲜肉小笼包	苯甲酸	1
金鸭子炖鸭	苯甲酸	1
龙井茶	铅	3
青圆椒	噻虫胺	1
山东黄姜	吡虫啉	1
高山绿茶	铅	1
天下梅中王杨梅罐头	胭脂红	1
工夫红茶	铅	1
非转基因菜籽油	花生一烯酸	1
昂刺鱼	孔雀石绿	2
小米辣	啶虫脒	1
野生竹节虾	镉	1
蛏子	孔雀石绿	3
嫩姜片	阿斯巴甜	1
李邦明蜗牛酱	苯甲酸	2
乌龙茶原味茶饮料	咖啡因	1
脆椒萝卜	铅	1
日照绿茶	铅	1
非转基因菜籽油	亚油酸	1
非转基因菜籽油	油酸	1
非转基因菜籽油	芥酸	1
杨梅	环己基氨基磺酸钠	1
饮用山泉水	亚硝酸盐	1
饮用山泉水	硝酸盐	1
话梅	山梨酸	1
会稽山纯正绍兴酒	氨基酸态氮	1
火龙果奶酪包	日落黄	1
乌梅干	亮蓝	1
基地冰鲜黄鱼	恩诺沙星	1
基地冰鲜黄鱼	环丙沙星	1
玫瑰花丸	苯甲酸	1
特殊医学用途碳水化合物组件配方食品	能量	1
特殊医学用途碳水化合物组件配方食品	碳水化合物	1
葱姜调味料酒	山梨酸	1
苹果蕉	吡唑醚菌酯	1
杏脯	苯甲酸	1
话梅	苯甲酸	1
笋尖	二氧化硫	1
黄叶菜	毒死蜱	1
17柠檬鸡爪	苯甲酸	1
金5年绍兴花雕酒	山梨酸	1
卤猪皮	山梨酸	1
糖水染色草莓罐头	苋菜红	1
酱鸭	防腐剂	1
糖水染色草莓罐头	胭脂红	1
卤猪皮	防腐剂	1
饮用水	余氯	1
酱鸭	山梨酸	1
毛芋	镉	1
红茶	铅	3
火龙田记油炸臭豆腐	山梨酸	1
高山云雾绿茶	铅	1
茉莉花茶	铅	1
果丹皮	苯甲酸	1
奶茶	苯甲酸	2
长豆角	氟	1
青椒	毒死蜱	1
九制话梅	防腐剂	1
乌梅干	甜蜜素	1
长豇豆	灭多威	1
阿高师傅榨菜条	总酸	1
素棒棒鸡味	霉菌	1
长豆角	噻虫嗪	1
丑八怪	丙溴磷	1
冻虾仁	山梨酸	1
红豆蜜枣粽	山梨酸	1
双鱼玫瑰米醋	不挥发酸	2
梅干菜	铅	6
干海带	铅	1
甜馒头	糖精钠	11
卤猪耳朵	亚硝酸盐	1
卤猪耳朵	硝酸盐	1
减盐盐渍海蜇	山梨酸	1
焙烤薯片	山梨酸	1
高粱香	邻苯二甲酸二正丁酯	1
阿胶枣	二氧化硫	1
牛杂	山梨酸	1
千丝绿豆饼	防腐剂	1
白面馒头	糖精钠	1
荔枝	氟	2
鲫鱼	氟	2
麦烧酒	邻苯二甲酸二正丁酯	1
绿豆芽	6-苄基腺嘌呤	1
高粱烧	甜蜜素	10
大尖椒	噻虫胺	2
小芒果	吡唑醚菌酯	2
鲜活皮皮虾	镉	2
深水大黄鱼	恩诺沙星	1
金丝蜜枣	脱氢乙酸	1
糖水草莓罐头	苋菜红	1
带鱼段	镉	1
酸酸辣辣海带结	苯甲酸	1
小台农芒果	噻虫胺	1
红肠	亚硝酸盐	2
红肠	硝酸盐	2
精品炒货	脱氢乙酸	1
生态黄鱼	恩诺沙星	2
生态黄鱼	环丙沙星	1
七武花田涂层蛋糕	防腐剂	1
白条鱼	地西泮	1
七武花田涂层蛋糕	纳他霉素	1
老生姜	铅	4
豆腐	苯甲酸	1
长豇豆	乙酰甲胺磷	3
长豇豆	甲胺磷	4
瓯味坊特色手撕肉干	苯甲酸	1
有序活性水	铜	1
饺子皮	脱氢乙酸	15
米馒头	甜蜜素	3
公生糟坊牌乌镇老酒	氨基酸态氮	1
罗非鱼	孔雀石绿	1
酸辣粉丝	铝	1
陈醋	总酸	1
酸豆角	二氧化硫	2
豆沙包	山梨酸	4
豆腐皮	苯甲酸	6
馒头	环己基氨基磺酸钠	1
海瑞康牌黄芪当归阿胶口服液	铁	1
休闲蛋糕	脱氢乙酸	1
酸白菜	二氧化硫	1
香菇嫩豆腐鸡汁味	山梨酸	1
杨庙牌雪菜	二氧化硫	2
水产品	呋喃西林代谢物	1
鹌鹑蛋	恩诺沙星	2
豆面	柠檬黄	17
冰片糖	还原糖	1
豆面粉丝	铝	1
蜂花粉压片糖果	铅	1
双喜米糕	霉菌	1
火腿块	铬	1
牛仔骨	山梨酸	1
减盐盐渍海蜇丝	山梨酸	2
草虾	呋喃西林代谢物	18
白砂糖	还原糖	4
糖立平 堂恒牌好康舒胶囊	格列本脲	1
花生苔条月饼	铝	1
自消毒餐具	大肠杆菌	4
饮用纯净水	余氯	1
美人章鱼片	挥发性盐基氮	1
麻糍	脱氢乙酸	8
更豆干	防腐剂	1
牛奶草莓	克百威	1
酒酿馒头	阿斯巴甜	1
小青菜	氟	11
耀坤鲜鸭蛋	恩诺沙星	1
耀坤鲜鸭蛋	环丙沙星	1
盐津桃肉	二氧化硫	1
红薯粉丝	铅	5
水产品	镉	1
奶油蛋糕	铝	1
原味红糖	不溶于水杂质	2
饮用纯净水	锰	1
壹号土猪上肉	氟	1
虾皮	亚硝酸盐	4
虾皮	硝酸盐	4
孜然味锅巴	铝	1
大头虾	恩诺沙星	3
红鸡蛋	恩诺沙星	3
红鸡蛋	环丙沙星	3
洋槐蜂蜜	霉菌	1
开心果	霉菌	1
白糖月饼	霉菌	1
柳鱼	孔雀石绿	1
香辣鸡肉汉堡	脱氢乙酸	1
加鲜味精	呈味核苷酸二钠	1
加鲜味精	核苷酸	1
金丝猫五香榨菜	防腐剂	1
面包	霉菌	1
黑加仑	胭脂红	2
白豆腐干	铅	1
红豆黄金包	脱氢乙酸	1
白干	苯甲酸	2
鸭头	五氯酚酸钠	1
腊肉	胭脂红	4
流沙包	日落黄	1
江西特曲酒	纽甜	1
黑鱼	磺胺类	1
白馒头	脱氢乙酸	1
海参	恩诺沙星	1
海参	环丙沙星	1
酸奶芝士	丙二醇	1
水果西湖藕粉	霉菌	1
坚果水果藕粉	霉菌	1
鱿鱼龙耳	N-二甲基亚硝胺	1
萝卜条	防腐剂	1
高粱馒头	糖精钠	1
名豪·蛋糕	防腐剂	1
稻谷酒	甜蜜素	5
老鸭	五氯酚酸钠	2
散装高粱白酒	甜蜜素	1
鲜活黑鱼	氟	2
牛排	莱克多巴胺	2
饮用纯净水	溴酸盐	1
荷兰瓜	纽甜	1
中禾豆浆王	甜蜜素	1
千张	苯甲酸	7
烤鸭	胭脂红	1
低盐盐渍海蜇	山梨酸	1
河鲫鱼	地西泮	2
榨菜皮	苯甲酸	2
中开洋	亚硫酸盐	2
腌黄瓜	糖精钠	3
豆沙包	糖精钠	3
土蜂蜜	氯霉素	1
红薯烧白酒	甲醇	1
椒盐月饼	脱氢乙酸	2
美味来秘制泡蒜	防腐剂	1
小开洋	亚硫酸盐	2
黄酒	苯甲酸	6
淡馒头	甜蜜素	1
油面	脱氢乙酸	1
鲜活德清水精灵生态青虾	恩诺沙星	1
鲜活德清水精灵生态青虾	环丙沙星	1
黄鳝	氟	4
葡式糕点	防腐剂	1
千岛水珊湖饮用纯净水	耗氧量	1
海梭子蟹	镉	1
饮用山泉水	铜	3
泰国香米	镉	3
新昌花生	霉菌	1
曲奇	柠檬黄	1
河鲫鱼	氟	1
蓝色之海酒	纽甜	1
鱿鱼	氯霉素	2
土鸡蛋	恩诺沙星	1
现场压榨油	黄曲霉毒素B1	1
荞麦酒	甜蜜素	10
特级海蜇头	铝	1
猪肝	五氯酚酸钠	1
白腐乳	苯甲酸	1
饮用水	溴酸盐	1
巧克力饼干	山梨酸	1
香海香卤小黄鱼	苯甲酸	1
蛋糕	脱氢乙酸	1
保灵牌孕宝口服液	锌	1
香海带鱼	苯甲酸	1
香菇菜	毒死蜱	6
冷冻去骨肥牛	五氯酚酸钠	1
玫瑰梅	苋菜红	2
鱿鱼丝	N-二甲基亚硝胺	3
千湖源饮用天然水	铜	1
萝卜干	防腐剂	9
香脆芙蓉糖	铝	1
可耐尔清口糖	乙酰磺胺酸钾	1
可耐尔清口糖	安赛蜜	1
富贵虾	镉	1
泡椒金针菇	乙二胺四乙酸二钠	1
小劲仙酒	环己基氨基磺酸钠	1
小劲仙酒	甜蜜素	1
芝麻金砖	防腐剂	1
4寸小蛋糕	霉菌	1
马奶提	氟	1
烤鳕鱼片	N-二甲基亚硝胺	3
红双喜馒头	脱氢乙酸	1
腌蒜头	二氧化硫	3
金骏眉	氰戊菊酯	1
羊肉	五氯酚酸钠	1
三文治	脱氢乙酸	2
水果蛋糕	防腐剂	3
欧香面包	防腐剂	1
蓝莓慕斯	金黄色葡萄球菌	1
醉鱼干	脱氢乙酸	2
青蟹	镉	1
酱瓜	甜蜜素	3
糖醋蒜	甜蜜素	1
腊肠	胭脂红	4
对虾干	亚硝酸盐	2
对虾干	硝酸盐	2
马蹄松	防腐剂	1
黄鱼	氟	20
红薯粉丝	铝	5
小圆满蛋糕	霉菌	1
黑加仑味梅	亮蓝	1
黑麻酥糖	霉菌	1
油辣酱	苯甲酸	1
糯米老酒	β-苯乙醇	1
小青瓜	甜蜜素	2
老豆腐	山梨酸	10
哈米尔太空水	铜	1
洋鸡蛋	氟	8
乌梅	苋菜红	1
草鸡蛋	多西环素	1
三明治面包	防腐剂	1
金龙鱼	山梨酸	2
萧山萝卜干	防腐剂	7
来益牌天然维生素E软件胶囊	净	1
鸭	氟	1
溪虾	呋喃西林代谢物	2
手工烤肠	亚硝酸盐	1
手工烤肠	硝酸盐	1
煎饼	苋菜红	1
羊羔卷	糖精钠	2
三文治	防腐剂	2
刀切面	脱氢乙酸	1
大枣蛋糕	铝	1
糯米烧白酒	甜蜜素	1
馒头	铝	1
水果蛋糕	山梨酸	1
兰溪香醋	总酸	1
白酒	环己基氨基磺酸钠	1
方糕	甜蜜素	1
草鱼	五氯酚酸钠	1
吐司面包	脱氢乙酸	1
雪菜	防腐剂	4
全精肉	氟	1
卤水豆腐	苯甲酸	1
土鸡蛋	甲硝唑	1
鸭脖	氟	1
养殖开洋	亚硫酸盐	1
荞头	防腐剂	1
泡凤爪	苯甲酸	1
帕玛森乳酪蛋糕	霉菌	1
水之秀饮用纯净水	铜	1
曲奇饼干	日落黄	1
小黄鱼	氟	8
蜜枣粽	甜蜜素	1
鸡毛菜	氟	1
紫薯糯米糕	亮蓝	1
豆豆香	苯甲酸	1
酱瓜	糖精钠	1
松子糕	脱氢乙酸	1
细面	脱氢乙酸	4
山鸡蛋	恩诺沙星	2
山鸡蛋	环丙沙星	2
鲜活德清水精灵生态青虾	呋喃西林代谢物	1
籽蟹	镉	1
淡水鲈鱼	恩诺沙星	1
淡水鲈鱼	环丙沙星	1
枣沙蛋糕	防腐剂	1
猕猴桃果干	乙二胺四乙酸二钠	1
鸡煲	亚硝酸盐	1
鸡煲	硝酸盐	1
散养鸡蛋	氟	1
牛奶夹心老式面包	脱氢乙酸	1
芹菜	甲基异柳磷	9
黑加仑味梅	苋菜红	1
卤牛肉	莱克多巴胺	4
开裂米馒头	甜蜜素	1
香肠	甜蜜素	2
东京香蕉蛋糕	防腐剂	2
土鸡蛋	氟	1
鑫汇食品系列	山梨酸	1
东良牌好贝贝口服液	总黄酮	1
苏式核桃味月饼	脱氢乙酸	1
年糕	苯甲酸	14
虹宝™胡萝卜南瓜苹果泥	总钠	1
糖醋大蒜	甜蜜素	3
熏鸭掌	山梨酸	1
起司蛋糕	脱氢乙酸	1
酱腌菜	防腐剂	1
鸭爪	柠檬黄	1
黑豆芽	6-苄基腺嘌呤	1
腌黄瓜	苯甲酸	4
牛腱子	克伦特罗	1
精品腐竹	沙门氏菌	1
扁鱼	恩诺沙星	3
蛋糕用小麦粉	脱氧雪腐镰刀菌烯醇	1
百果月饼	脱氢乙酸	3
新昌小京生	霉菌	1
腌瓜 	苯甲酸	1
烤椰子风味调理面包	霉菌	1
家乡果园西梅	苋菜红	1
小青菜	毒死蜱	14
碳烤鱿鱼丝	N-二甲基亚硝胺	1
手指年糕	脱氢乙酸	6
果肉山楂	防腐剂	1
云斯牌酸菜	苯甲酸	1
黄花鱼	氟	3
黑鱼	甲氧苄啶	1
梅江二锅头	甜蜜素	1
豆面	日落黄	12
黄金贝	镉	1
荞头	苯甲酸	2
云南蜜桔	氟	1
白馒头	铝	2
鸡中翅	甲硝唑	1
茭头	苯甲酸	1
生鸡肉	氟	1
珍珠梅	乙酰磺胺酸钾	5
珍珠梅	安赛蜜	5
兰花萝卜	山梨酸	1
三发笋丝雪菜	苯甲酸	1
红皮鸡蛋	恩诺沙星	1
红皮鸡蛋	环丙沙星	1
散装鲜活鲫鱼	呋喃唑酮	1
散装鲜活沼虾	恩诺沙星	5
散装鲜活沼虾	环丙沙星	5
风干鱿鱼	挥发性盐基氮	1
多味夹心面包	防腐剂	1
豆面	亮蓝	9
白萝卜	氯氰菊酯	1
板栗酥	霉菌	1
宽面1	脱氢乙酸	1
桃酥蛋糕	铝	1
哈雷蛋糕	山梨酸	2
醉鱼干	山梨酸	2
香辣脆豆角	苯甲酸	2
谷酒	甜蜜素	2
黄金蛋糕	防腐剂	1
碧根果	霉菌	2
荞头	糖精钠	3
青宏牌劲源胶囊	西地那非	1
红薯粉条	亮蓝	1
牛前腿肉	氯霉素	1
玉米锅贴	甜蜜素	1
荞麦烧	纽甜	2
云舍竹泉饮用天然水	亚硝酸盐	1
云舍竹泉饮用天然水	硝酸盐	1
桂鱼	孔雀石绿	1
板栗糕	防腐剂	1
白酒	糖精钠	1
腌黄瓜	防腐剂	3
沙糖桔	丙溴磷	1
饮用纯净水	亚硝酸盐	3
饮用纯净水	硝酸盐	3
配制酒	糖精钠	1
油条粉饼	铝	1
散装豆腐	苯甲酸	1
小核桃仁	霉菌	4
自制油炸小麦粉制品油条	铝	2
玫瑰梅	二氧化硫	2
松仁糕	霉菌	1
饼干	铝	1
豆豉	苯甲酸	1
精渍姜笋	甜蜜素	1
海蛰边	铝	1
橙子	丙溴磷	1
结球甘蓝	甲基异柳磷	1
湖虾	恩诺沙星	1
湖虾	环丙沙星	1
海白菜	苯甲酸	3
美味来秘制泡蒜	苯甲酸	1
水豆腐	山梨酸	1
散称红薯粉豆面	柠檬黄	1
鲜面	脱氢乙酸	3
米馒头	糖精钠	2
王朝牛排	莱克多巴胺	1
洪山山泉饮用天然水	铜	1
减盐盐渍海蜇	铝	1
海苔味麻花	铝	1
老式面包	脱氢乙酸	2
饮用水	镉	1
大蒜头	纽甜	2
牦牛肉干	柠檬黄	1
艾草糕团	脱氢乙酸	1
鲜鸡肉	尼卡巴嗪	2
纸皮核桃	霉菌	3
特级小青瓜	甜蜜素	1
荔枝	多菌灵	1
香槟梅肉	二氧化硫	1
红茶袋泡茶	日落黄	1
龙眼罐头	乙二胺四乙酸二钠	1
黄金鲫	恩诺沙星	1
一枝梅  盐津桃肉	苯甲酸	1
即食海蜇头	铝	23
华湘号精制雪菜	苯甲酸	1
黑芝麻	铅	1
单晶冰糖	还原糖	8
红海蜇头	铅	1
内脂豆腐	山梨酸	1
辣酥饼	糖精钠	1
雪饼	霉菌	3
清水金针菇	山梨酸	1
红薯豆面	日落黄	1
石斑鱼	N-二甲基亚硝胺	1
墨鱼条	山梨酸	1
无骨鸡爪	铝	1
加碘粉碎盐	碘	1
天喔饮用天然水	溴酸盐	1
油炸肉皮	氯霉素	1
腊鸭舌	亚硝酸盐	3
腊鸭舌	硝酸盐	3
红皮鸡蛋	甲硝唑	3
饮用天然水	溴酸盐	8
八宝菜	苯甲酸	1
焦糖味瓜子	霉菌	1
蝴蝶酥	柠檬黄	1
散装鸭蛋	氟	1
山核桃仁	二氧化硫	4
碧根果仁	霉菌	1
油蛤	恩诺沙星	1
油蛤	环丙沙星	1
肉鸡	尼卡巴嗪	1
手撕面包	柠檬黄	1
豆皮王中王	山梨酸	1
香干	铝	3
油菜花粉	霉菌	1
乌鸡	磺胺类	1
杂粮馒头	脱氢乙酸	1
毛毛虫面包	防腐剂	2
鸡肉	尼卡巴嗪	1
腌大蒜	防腐剂	1
舟山小开洋	亚硫酸盐	1
红糖馒头	安赛蜜	7
芝麻麻仁饼干	霉菌	1
鲜活黑鱼	恩诺沙星	1
清香米	镉	1
鸽子肉	恩诺沙星	1
鸽子肉	环丙沙星	1
包装上海青	毒死蜱	1
凯王精制剁辣椒	苯甲酸	1
东魁杨梅干	脱氢乙酸	1
饮用天然山泉水	铜	1
三皇脆瓜	防腐剂	1
广式粒粒红豆	霉菌	1
原味方蛋糕	脱氢乙酸	1
生煎包	铝	2
活松叶蟹	镉	1
油菜花粉	铅	3
芝麻满口香	日落黄	1
腌白菜	二氧化硫	1
“百利”咖喱粉	罗丹明B	1
板栗酒	纽甜	1
木根酱菜	防腐剂	1
小笼包	铝	1
厨宝牛排	莱克多巴胺	2
鱼生	挥发性盐基氮	4
幼活虾酱	挥发性盐基氮	1
野生蛤蜊	氯霉素	1
大蒜	防腐剂	2
情人梅	日落黄	1
杂粮松糕	霉菌	1
优乐羊水果蛋糕	铝	1
皇家麻饼	霉菌	1
蓝夏天饮用纯净水	铜	1
